master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000487,Joseph,Cruz,Senior Security Analyst,24.0,25.0,4.86,0.0,53.86,73.4,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000488,April,Wallace,,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000489,Mark,Gibson,Threat Intelligence Analyst,29.0,25.0,18.23,0.0,72.23,95.22,Warm,High,"{""engagement"": 29.0, ""recency"": 25.0, ""profile"": 18.23, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000490,Benjamin,Bowers,,0.0,0.0,6.86,0.0,6.86,5.6,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 6.86, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000491,Michelle,Lester,Recruiter,24.0,17.0,6.86,0.0,47.86,63.36,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 17.0, ""profile"": 6.86, ""account"": 0.0}",Blocked,True,None,Data gap: missing account linkage (orphan)
MP00000000000492,Caroline,Hernandez,Senior Security Analyst,33.0,25.0,10.23,0.0,68.23,92.3,Warm,High,"{""engagement"": 33.0, ""recency"": 25.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High profile completeness","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000493,Robert,Woodward,,0.0,0.0,1.71,0.0,1.71,0.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000494,Cindy,Lopez,Chief Security Officer,19.0,6.0,19.43,0.0,44.43,57.53,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 19.43, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000495,Ashley,Meza,Security Engineer,0.0,20.0,2.86,0.0,22.86,24.27,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 2.86, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000496,Laura,Eaton,,24.0,25.0,1.71,0.0,50.71,68.84,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000497,April,Dean,,29.0,25.0,10.86,0.0,64.86,89.38,Warm,High,"{""engagement"": 29.0, ""recency"": 25.0, ""profile"": 10.86, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000498,Amber,Taylor,Information Security Director,36.67,25.0,15.03,0.0,76.7,97.9,Warm,High,"{""engagement"": 36.67, ""recency"": 25.0, ""profile"": 15.03, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000499,Kimberly,Thomas,,0.0,0.0,1.71,0.0,1.71,0.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000500,Jessica,Thomas,,4.0,20.0,7.89,0.0,31.89,35.12,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 7.89, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000501,Franklin,Smith,,22.0,25.0,7.09,0.0,54.09,73.98,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 7.09, ""account"": 0.0}",Restricted,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000502,Christopher,Myers,,0.0,0.0,7.09,0.0,7.09,6.42,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.09, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000503,Melanie,Gibson,Director of Cybersecurity,15.0,6.0,8.46,0.0,29.46,29.99,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 8.46, ""account"": 0.0}",Restricted,False,High-tier buying authority (Director/C-Suite),"Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000504,Lisa,Clark,Security Engineer,0.0,20.0,5.43,0.0,25.43,25.67,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 5.43, ""account"": 0.0}",Blocked,True,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000505,Amber,Todd,SOC Analyst,0.0,0.0,4.86,0.0,4.86,3.38,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000506,Elizabeth,Solis,SOC Analyst,26.33,20.0,4.86,0.0,51.19,69.54,Monitor,Medium,"{""engagement"": 26.33, ""recency"": 20.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,High interaction volume (3+ responses),"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000507,Rachel,Flynn,,25.0,24.0,15.26,0.0,64.26,88.1,Warm,High,"{""engagement"": 25.0, ""recency"": 24.0, ""profile"": 15.26, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000508,Anne,Reid,Security Analyst,24.0,25.0,4.86,0.0,53.86,73.4,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000509,Taylor,Moore,SecOps Manager,24.0,17.0,8.86,0.0,49.86,67.68,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 17.0, ""profile"": 8.86, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000510,Colleen,Villa,,24.0,21.0,9.09,0.0,54.09,73.98,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 21.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000511,Michael,Lee,,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000512,Laura,Daniel,,19.0,12.0,10.29,0.0,41.29,51.81,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 10.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000513,Andrea,Gates,,0.0,0.0,12.86,0.0,12.86,15.75,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 12.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000514,Renee,Watts,,9.0,25.0,4.29,0.0,38.29,44.92,Cold,Low,"{""engagement"": 9.0, ""recency"": 25.0, ""profile"": 4.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000515,Susan,Oliver,Cyber Security Analyst,0.0,0.0,7.66,0.0,7.66,7.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.66, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000516,Cory,Lozano,,27.0,25.0,17.66,0.0,69.66,93.0,Warm,High,"{""engagement"": 27.0, ""recency"": 25.0, ""profile"": 17.66, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000517,Darlene,Montgomery,Vice President Security,37.4,19.0,2.29,0.0,58.69,81.68,Monitor,Medium,"{""engagement"": 37.4, ""recency"": 19.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,High interaction volume (3+ responses),"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000518,Kevin,Powell,,4.0,20.0,9.09,0.0,33.09,36.52,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 9.09, ""account"": 0.0}",Restricted,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000519,Mary,Sampson,Product Manager,24.0,21.0,4.86,0.0,49.86,67.68,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 21.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000520,Michael,Richmond,Cyber Security Manager,7.0,25.0,6.86,0.0,38.86,46.44,Cold,Low,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000521,Paula,Khan,,17.0,25.0,8.29,0.0,50.29,68.38,Monitor,Medium,"{""engagement"": 17.0, ""recency"": 25.0, ""profile"": 8.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000522,Melissa,Ibarra,Solutions Engineer,19.0,6.0,2.86,0.0,27.86,27.42,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 2.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000523,Dean,Morris,Security Consultant,27.67,23.0,2.86,0.0,53.53,72.7,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 23.0, ""profile"": 2.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000524,Patrick,Weeks,Threat Intelligence Analyst,33.0,20.0,10.23,0.0,63.23,87.4,Warm,High,"{""engagement"": 33.0, ""recency"": 20.0, ""profile"": 10.23, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), High profile completeness","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000525,Heather,Carlson,Security Researcher,19.0,16.0,5.43,0.0,40.43,49.12,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 5.43, ""account"": 0.0}",Blocked,True,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000526,Monique,York,Vice President Information Security,15.0,20.0,18.23,0.0,53.23,72.11,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 20.0, ""profile"": 18.23, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000527,Kevin,Tucker,Director of Cybersecurity,0.0,0.0,15.83,0.0,15.83,19.25,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 15.83, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000528,Amanda,Stafford,IT Security Manager,7.0,25.0,13.43,0.0,45.43,59.63,Monitor,Medium,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000529,Alyssa,Lee,Cyber Security Manager,20.0,6.0,15.03,0.0,41.03,50.76,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 6.0, ""profile"": 15.03, ""account"": 0.0}",Restricted,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000530,Crystal,Lopez,,22.0,21.0,15.26,0.0,58.26,81.1,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 21.0, ""profile"": 15.26, ""account"": 0.0}",Blocked,True,High-tier buying authority (Director/C-Suite),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000531,Jennifer,Walker,Senior Security Analyst,0.0,0.0,4.86,0.0,4.86,3.38,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000532,Jessica,Benitez,Sales Engineer,0.0,0.0,6.86,0.0,6.86,5.6,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000533,Kelly,Raymond,Security Analyst,27.5,25.0,4.86,0.0,57.36,79.7,Monitor,Medium,"{""engagement"": 27.5, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000534,Robert,Pugh,Security Analyst,0.0,20.0,2.29,0.0,22.29,23.69,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
